64	0.0832	0
60.8	0.69312	0
57.6	1.19808	0
51.2	1.92	0
44.8	2.32064	0
38.4	2.44224	0
32	2.3168	0
25.6	1.9968	0
19.2	1.51296	0
16	1.2272	0
12.8	0.92928	0
9.6	0.63456	0
6.4	0.36032	0
4.8	0.23808	0
3.2	0.13216	0
1.6	0.04784	0
0.8	0.0172	0
0	0	0
0.8	-0.0132	0
1.6	-0.03632	0
3.2	-0.09632	0
4.8	-0.16608	0
6.4	-0.24	0
9.6	-0.3936	0
12.8	-0.54144	0
16	-0.6752	0
19.2	-0.79104	0
25.6	-0.9728	0
32	-1.0688	0
38.4	-1.05984	0
44.8	-0.95872	0
51.2	-0.768	0
57.6	-0.47232	0
60.8	-0.29184	0
64	-0.0832	0
